datetime,cellobject,DL_PRB_UTIL_NUM,DL_PRB_UTIL_DENOM,site,sector,sitesector,sitebeam,beam
2024_07_11_00_00,1011A-CMM-21,9.444,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_00_00,1011A-CMM-22,5.8361,99.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_00_00,1011A-CMM-23,9.9598,99.9998,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_00_00,1011A-CMM-71,8.1663,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_00_00,1011A-CMM-72,9.0612,74.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_00_00,1011A-DLC-51,4.9831,40,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_00_00,1011A-DLC-52,9.4461,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_00_00,1011A-DLC-53,5.0149,40,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_00_00,1011A-DLD-11,36.8968,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_00_00,1011A-DLD-12,18.4835,100,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_00_00,1011A-DLD-13,16.7873,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_00_00,1011A-DMM-21,8.2705,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_00_00,1011A-DMM-23,11.557,99.9998,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_00_00,1011A-DMM-71,4.6628,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_00_00,1011A-DMM-72,13.2391,74.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_00_00,1011A-CMM-21A,8.8289,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_00_00,1011A-CMM-21C,6.6887,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_00_00,1011A-CMM-22C,48.9477,99.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_00_00,1011A-CMM-23C,6.0137,99.9998,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_00_00,1011A-CMM-71C,7.5466,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_00_00,1011A-CMM-72A,10.2937,74.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_00_00,1011A-CMM-72C,17.6202,74.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_00_00,1011A-CMM-73C,12.6359,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_00_00,1011A-DMM-22C,20.1488,99.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_00_00,1011A-DMM-23C,6.3414,99.9998,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_00_00,1011A-DMM-71A,10.7878,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_00_00,1011A-DMM-71C,15.891,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_00_00,1011A-DMM-72A,10.7986,74.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_00_00,1011A-DMM-72B,12.9968,74.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_00_00,1011A-DMM-72C,16.1909,74.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_00_00,1011A-DMM-73C,7.2808,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_00_00,1011A-CMM-73,6.811,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_00_00,1011A-DMM-22,4.4715,99.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_00_00,1011A-DMM-73,6.2156,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_00_00,1011A-CMM-21B,7.9177,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_00_00,1011A-CMM-22A,6.5456,99.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_00_00,1011A-CMM-22B,4.1426,99.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_00_00,1011A-CMM-23A,3.7419,99.9998,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_00_00,1011A-CMM-23B,5.232,99.9998,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_00_00,1011A-CMM-71A,4.1144,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_00_00,1011A-CMM-71B,4.4959,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_00_00,1011A-CMM-72B,11.0574,74.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_00_00,1011A-CMM-73A,4.6142,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_00_00,1011A-CMM-73B,4.7444,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_00_00,1011A-DMM-21A,4.615,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_00_00,1011A-DMM-21B,12.1518,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_00_00,1011A-DMM-21C,15.5062,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_00_00,1011A-DMM-22A,4.3889,99.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_00_00,1011A-DMM-22B,6.2074,99.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_00_00,1011A-DMM-23A,8.659,99.9998,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_00_00,1011A-DMM-23B,3.9944,99.9998,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_00_00,1011A-DMM-71B,13.4695,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_00_00,1011A-DMM-73A,6.4742,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_00_00,1011A-DMM-73B,9.2425,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_01_00,1011A-CMM-22,3.7538,99.9996,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_01_00,1011A-CMM-23,7.0852,99.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_01_00,1011A-CMM-71,3.0232,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_01_00,1011A-CMM-72,5.813,74.9997,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_01_00,1011A-DLC-51,2.7316,40,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_01_00,1011A-DLC-52,7.5348,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_01_00,1011A-DLC-53,3.6236,40,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_01_00,1011A-DLD-11,28.6538,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_01_00,1011A-DLD-12,10.8284,100,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_01_00,1011A-DLD-13,12.6043,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_01_00,1011A-DMM-21,4.0947,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_01_00,1011A-DMM-23,10.4701,99.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_01_00,1011A-DMM-71,5.013,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_01_00,1011A-DMM-72,6.5425,74.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_01_00,1011A-CMM-21B,4.604,99.9998,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_01_00,1011A-CMM-21C,6.3179,99.9998,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_01_00,1011A-CMM-22C,35.2832,99.9997,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_01_00,1011A-CMM-23A,3.5726,99.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_01_00,1011A-CMM-23B,3.8135,99.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_01_00,1011A-CMM-23C,4.5435,99.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_01_00,1011A-CMM-71A,2.9033,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_01_00,1011A-CMM-72A,8.1349,74.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_01_00,1011A-CMM-72B,9.824,74.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_01_00,1011A-CMM-72C,15.1291,74.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_01_00,1011A-CMM-73C,8.3464,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_01_00,1011A-DMM-22C,16.7858,99.9997,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_01_00,1011A-DMM-23C,4.2944,99.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_01_00,1011A-DMM-72B,13.86,74.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_01_00,1011A-DMM-73C,6.2793,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_01_00,1011A-CMM-21,6.9898,99.9998,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_01_00,1011A-CMM-73,7.9297,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_01_00,1011A-DMM-22,2.9023,99.9997,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_01_00,1011A-DMM-73,9.3123,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_01_00,1011A-CMM-21A,5.5129,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_01_00,1011A-CMM-22A,5.0843,99.9997,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_01_00,1011A-CMM-22B,3.5051,99.9997,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_01_00,1011A-CMM-71B,3.3884,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_01_00,1011A-CMM-71C,3.4618,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_01_00,1011A-CMM-73A,4.9122,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_01_00,1011A-CMM-73B,3.2691,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_01_00,1011A-DMM-21A,4.2786,99.9998,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_01_00,1011A-DMM-21B,8.9508,99.9998,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_01_00,1011A-DMM-21C,11.3273,99.9998,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_01_00,1011A-DMM-22A,5.5074,99.9997,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_01_00,1011A-DMM-22B,9.1836,99.9997,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_01_00,1011A-DMM-23A,5.0224,99.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_01_00,1011A-DMM-23B,2.6832,99.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_01_00,1011A-DMM-71A,3.7006,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_01_00,1011A-DMM-71B,9.9804,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_01_00,1011A-DMM-71C,6.8993,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_01_00,1011A-DMM-72A,7.9713,74.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_01_00,1011A-DMM-72C,14.872,74.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_01_00,1011A-DMM-73A,6.7845,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_01_00,1011A-DMM-73B,4.9541,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_02_00,1011A-CMM-21,10.6616,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_02_00,1011A-CMM-23,5.7344,99.9998,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_02_00,1011A-DLC-52,3.8702,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_02_00,1011A-DLC-53,2.5968,40,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_02_00,1011A-DLD-11,22.0728,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_02_00,1011A-DLD-12,11.0902,100,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_02_00,1011A-DLD-13,6.3957,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_02_00,1011A-DMM-21,5.5342,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_02_00,1011A-DMM-23,9.4331,99.9998,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_02_00,1011A-DMM-71,5.867,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_02_00,1011A-DMM-72,8.7657,74.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_02_00,1011A-CMM-21B,10.4221,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_02_00,1011A-CMM-22A,6.0277,99.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_02_00,1011A-CMM-22C,23.0839,99.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_02_00,1011A-CMM-23A,2.6523,99.9998,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_02_00,1011A-CMM-23B,2.6715,99.9998,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_02_00,1011A-CMM-72A,9.6519,74.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_02_00,1011A-CMM-72C,6.8919,74.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_02_00,1011A-CMM-73C,6.2723,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_02_00,1011A-DMM-22C,5.7637,99.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_02_00,1011A-DMM-72B,9.3402,74.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_02_00,1011A-CMM-22,3.1387,99.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_02_00,1011A-CMM-71,2.581,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_02_00,1011A-CMM-72,3.6585,74.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_02_00,1011A-CMM-73,7.9695,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_02_00,1011A-DLC-51,3.4046,40,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_02_00,1011A-DMM-22,3.0986,99.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_02_00,1011A-DMM-73,5.9163,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_02_00,1011A-CMM-21A,6.2611,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_02_00,1011A-CMM-21C,3.2963,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_02_00,1011A-CMM-22B,2.8324,99.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_02_00,1011A-CMM-23C,3.5777,99.9998,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_02_00,1011A-CMM-71A,2.8088,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_02_00,1011A-CMM-71B,3.5992,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_02_00,1011A-CMM-71C,3.7934,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_02_00,1011A-CMM-72B,8.2664,74.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_02_00,1011A-CMM-73A,4.3035,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_02_00,1011A-CMM-73B,2.449,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_02_00,1011A-DMM-21A,2.691,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_02_00,1011A-DMM-21B,5.1767,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_02_00,1011A-DMM-21C,5.432,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_02_00,1011A-DMM-22A,3.1931,99.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_02_00,1011A-DMM-22B,5.6556,99.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_02_00,1011A-DMM-23A,3.5599,99.9998,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_02_00,1011A-DMM-23B,2.4515,99.9998,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_02_00,1011A-DMM-23C,3.7543,99.9998,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_02_00,1011A-DMM-71A,2.7669,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_02_00,1011A-DMM-71B,6.0985,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_02_00,1011A-DMM-71C,9.306,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_02_00,1011A-DMM-72A,3.2109,74.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_02_00,1011A-DMM-72C,10.5753,74.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_02_00,1011A-DMM-73A,7.1437,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_02_00,1011A-DMM-73B,2.9549,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_02_00,1011A-DMM-73C,5.6089,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_03_00,1011A-CMM-23,4.1841,99.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_03_00,1011A-DLC-51,2.9633,40,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_03_00,1011A-DLC-52,3.9191,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_03_00,1011A-DLC-53,2.4709,40,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_03_00,1011A-DLD-11,17.3876,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_03_00,1011A-DLD-12,9.8011,100,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_03_00,1011A-DLD-13,4.0766,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_03_00,1011A-DMM-23,7.9238,99.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_03_00,1011A-CMM-23C,2.8437,99.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_03_00,1011A-CMM-72A,5.0677,74.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_03_00,1011A-CMM-72C,9.8275,74.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_03_00,1011A-DMM-21B,8.0177,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_03_00,1011A-DMM-22C,6.3049,99.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_03_00,1011A-DMM-23A,3.8198,99.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_03_00,1011A-DMM-23B,2.4542,99.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_03_00,1011A-DMM-23C,2.753,99.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_03_00,1011A-DMM-72B,5.256,74.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_03_00,1011A-DMM-72C,12.4912,74.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_03_00,1011A-CMM-21,8.8336,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_03_00,1011A-CMM-22,3.2852,99.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_03_00,1011A-CMM-71,2.5619,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_03_00,1011A-CMM-72,5.1762,74.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_03_00,1011A-CMM-73,6.575,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_03_00,1011A-DMM-21,3.8014,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_03_00,1011A-DMM-22,2.6284,99.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_03_00,1011A-DMM-71,4.8273,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_03_00,1011A-DMM-72,8.2395,74.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_03_00,1011A-DMM-73,4.9475,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_03_00,1011A-CMM-21A,4.3845,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_03_00,1011A-CMM-21B,6.3288,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_03_00,1011A-CMM-21C,3.754,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_03_00,1011A-CMM-22A,3.6113,99.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_03_00,1011A-CMM-22B,2.6946,99.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_03_00,1011A-CMM-22C,15.4189,99.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_03_00,1011A-CMM-23A,2.7989,99.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_03_00,1011A-CMM-23B,2.6427,99.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_03_00,1011A-CMM-71A,2.4771,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_03_00,1011A-CMM-71B,3.0816,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_03_00,1011A-CMM-71C,3.7122,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_03_00,1011A-CMM-72B,8.2064,74.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_03_00,1011A-CMM-73A,2.9272,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_03_00,1011A-CMM-73B,2.4387,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_03_00,1011A-CMM-73C,6.5003,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_03_00,1011A-DMM-21A,2.7458,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_03_00,1011A-DMM-21C,5.5524,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_03_00,1011A-DMM-22A,2.6649,99.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_03_00,1011A-DMM-22B,3.2925,99.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_03_00,1011A-DMM-71A,3.1154,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_03_00,1011A-DMM-71B,4.2294,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_03_00,1011A-DMM-71C,3.2005,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_03_00,1011A-DMM-72A,9.1952,74.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_03_00,1011A-DMM-73A,3.621,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_03_00,1011A-DMM-73B,4.1646,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_03_00,1011A-DMM-73C,3.0487,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_04_00,1011A-CMM-71,2.479,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_04_00,1011A-CMM-72,4.6808,74.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_04_00,1011A-DLC-52,4.1133,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_04_00,1011A-DLC-53,2.4594,40,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_04_00,1011A-DLD-11,13.9937,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_04_00,1011A-DLD-12,6.936,100,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_04_00,1011A-DLD-13,6.4171,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_04_00,1011A-CMM-22C,6.0611,99.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_04_00,1011A-CMM-23C,2.8838,99.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_04_00,1011A-CMM-71A,3.0138,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_04_00,1011A-CMM-71B,2.6101,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_04_00,1011A-CMM-71C,2.858,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_04_00,1011A-CMM-72A,5.5472,74.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_04_00,1011A-CMM-72B,7.822,74.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_04_00,1011A-CMM-72C,5.9029,74.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_04_00,1011A-DMM-21A,2.7144,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_04_00,1011A-DMM-22A,2.6856,99.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_04_00,1011A-DMM-22C,7.2308,99.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_04_00,1011A-DMM-71A,2.6544,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_04_00,1011A-DMM-71C,3.1463,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_04_00,1011A-DMM-72B,4.4905,74.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_04_00,1011A-DMM-72C,10.0285,74.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_04_00,1011A-CMM-21,2.6551,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_04_00,1011A-CMM-22,3.3508,99.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_04_00,1011A-CMM-23,3.5466,99.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_04_00,1011A-CMM-73,4.8636,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
