datetime,cellobject,DL_PRB_UTIL_NUM,DL_PRB_UTIL_DENOM,site,sector,sitesector,sitebeam,beam
2024_07_22_01_00,1011A-DLC-52,6.397,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_01_00,1011A-DLC-53,3.5788,40,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_01_00,1011A-DLD-11,16.6429,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_01_00,1011A-DLD-12,10.1586,100,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_01_00,1011A-DLD-13,10.3187,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_01_00,1011A-DMM-21,7.5309,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_01_00,1011A-DMM-72,6.3023,74.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_01_00,1011A-CMM-71C,6.5127,75,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_22_01_00,1011A-CMM-73C,11.0894,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_22_01_00,1011A-DMM-21B,11.1877,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_22_01_00,1011A-DMM-22B,24.0849,99.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_22_01_00,1011A-DMM-71A,4.4632,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_22_01_00,1011A-DMM-71B,5.7607,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_22_01_00,1011A-DMM-71C,6.2274,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_22_01_00,1011A-DMM-72C,8.949,74.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_01_00,1011A-DMM-73C,5.8004,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_22_01_00,1011A-CMM-71,3.0511,75,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_01_00,1011A-DMM-22,6.8335,99.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_01_00,1011A-DMM-23,9.8796,99.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_01_00,1011A-DMM-71,3.697,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_01_00,1011A-DMM-73,12.9032,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_01_00,1011A-CMM-21A,2.9985,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_22_01_00,1011A-CMM-21B,7.0501,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_22_01_00,1011A-CMM-21C,4.2422,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_22_01_00,1011A-CMM-22A,5.4884,99.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_22_01_00,1011A-CMM-22B,26.0475,99.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_22_01_00,1011A-CMM-22C,19.2557,99.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_01_00,1011A-CMM-23A,3.4757,99.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_22_01_00,1011A-CMM-23B,3.9845,99.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_22_01_00,1011A-CMM-23C,4.2683,99.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_22_01_00,1011A-CMM-71A,4.2306,75,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_22_01_00,1011A-CMM-71B,8.7149,75,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_22_01_00,1011A-CMM-72A,6.0675,74.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_22_01_00,1011A-CMM-72B,5.9894,74.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_22_01_00,1011A-CMM-72C,7.8712,74.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_01_00,1011A-CMM-73A,3.5037,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_22_01_00,1011A-CMM-73B,3.9003,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_22_01_00,1011A-DMM-21A,3.4794,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_22_01_00,1011A-DMM-21C,4.8766,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_22_01_00,1011A-DMM-22A,7.5483,99.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_22_01_00,1011A-DMM-22C,9.1716,99.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_01_00,1011A-DMM-23A,4.0086,99.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_22_01_00,1011A-DMM-23B,2.5493,99.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_22_01_00,1011A-DMM-23C,4.4499,99.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_22_01_00,1011A-DMM-72A,3.437,74.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_22_01_00,1011A-DMM-72B,5.3814,74.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_22_01_00,1011A-DMM-73A,6.1985,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_22_01_00,1011A-DMM-73B,8.8063,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_22_02_00,1011A-CMM-72,4.532,75,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_02_00,1011A-DLC-51,2.8512,40,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_02_00,1011A-DLC-52,6.4092,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_02_00,1011A-DLC-53,2.9109,40,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_02_00,1011A-DLD-11,16.0126,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_02_00,1011A-DLD-12,10.1928,100,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_02_00,1011A-DLD-13,10.118,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_02_00,1011A-DMM-22,4.9066,99.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_02_00,1011A-DMM-72,4.5419,74.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_02_00,1011A-DMM-73,7.1039,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_02_00,1011A-CMM-21B,4.6342,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_22_02_00,1011A-CMM-22C,15.979,99.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_02_00,1011A-CMM-72A,4.9887,75,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_22_02_00,1011A-CMM-72B,3.7842,75,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_22_02_00,1011A-CMM-72C,6.2858,75,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_02_00,1011A-CMM-73C,7.2212,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_22_02_00,1011A-DMM-21B,13.7511,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_22_02_00,1011A-DMM-22B,28.9423,99.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_22_02_00,1011A-DMM-71B,3.8437,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_22_02_00,1011A-DMM-71C,3.3381,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_22_02_00,1011A-DMM-72A,3.6815,74.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_22_02_00,1011A-DMM-72B,8.3314,74.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_22_02_00,1011A-DMM-72C,6.8751,74.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_02_00,1011A-DMM-73C,7.162,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_22_02_00,1011A-CMM-21,7.8065,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_02_00,1011A-CMM-22,9.5828,99.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_02_00,1011A-CMM-23,3.1188,99.9998,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_02_00,1011A-CMM-71,2.4504,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_02_00,1011A-CMM-73,5.0542,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_02_00,1011A-DMM-21,6.9368,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_02_00,1011A-DMM-23,6.3284,99.9998,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_02_00,1011A-DMM-71,3.2912,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_02_00,1011A-CMM-21A,2.7428,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_22_02_00,1011A-CMM-21C,5.2819,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_22_02_00,1011A-CMM-22A,4.781,99.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_22_02_00,1011A-CMM-22B,24.7067,99.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_22_02_00,1011A-CMM-23A,2.7551,99.9998,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_22_02_00,1011A-CMM-23B,3.6432,99.9998,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_22_02_00,1011A-CMM-23C,3.5415,99.9998,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_22_02_00,1011A-CMM-71A,2.9243,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_22_02_00,1011A-CMM-71B,4.7452,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_22_02_00,1011A-CMM-71C,5.3757,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_22_02_00,1011A-CMM-73A,3.5276,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_22_02_00,1011A-CMM-73B,2.4218,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_22_02_00,1011A-DMM-21A,2.7362,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_22_02_00,1011A-DMM-21C,3.2546,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_22_02_00,1011A-DMM-22A,5.3952,99.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_22_02_00,1011A-DMM-22C,7.5564,99.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_02_00,1011A-DMM-23A,2.5682,99.9998,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_22_02_00,1011A-DMM-23B,2.4482,99.9998,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_22_02_00,1011A-DMM-23C,3.3717,99.9998,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_22_02_00,1011A-DMM-71A,3.1584,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_22_02_00,1011A-DMM-73A,3.3589,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_22_02_00,1011A-DMM-73B,3.4393,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_22_03_00,1011A-DLD-11,17.706,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_03_00,1011A-DLD-12,15.7024,100,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_03_00,1011A-CMM-21B,3.2674,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_22_03_00,1011A-CMM-72C,6.0535,74.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_03_00,1011A-CMM-73C,7.3476,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_22_03_00,1011A-DMM-21B,10.9827,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_22_03_00,1011A-DMM-23C,3.5755,99.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_22_03_00,1011A-DMM-72B,5.6837,74.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_22_03_00,1011A-DMM-72C,5.6449,74.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_03_00,1011A-DMM-73A,2.6803,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_22_03_00,1011A-DMM-73B,3.0131,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_22_03_00,1011A-DMM-73C,4.0148,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_22_03_00,1011A-CMM-21,3.8621,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_03_00,1011A-CMM-22,6.6944,99.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_03_00,1011A-CMM-23,2.8951,99.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_03_00,1011A-CMM-71,2.4401,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_03_00,1011A-CMM-72,5.5625,74.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_03_00,1011A-CMM-73,3.9359,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_03_00,1011A-DLC-51,2.5936,40,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_03_00,1011A-DLC-52,3.6296,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_03_00,1011A-DLC-53,2.6213,40,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_03_00,1011A-DLD-13,3.81,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_03_00,1011A-DMM-21,5.5597,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_03_00,1011A-DMM-22,8.1204,99.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_03_00,1011A-DMM-23,5.7309,99.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_03_00,1011A-DMM-71,3.8101,75,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_03_00,1011A-DMM-72,4.2449,74.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_03_00,1011A-DMM-73,6.8977,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_03_00,1011A-CMM-21A,2.642,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_22_03_00,1011A-CMM-21C,3.8105,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_22_03_00,1011A-CMM-22A,4.3702,99.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_22_03_00,1011A-CMM-22B,3.8816,99.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_22_03_00,1011A-CMM-22C,8.5949,99.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_03_00,1011A-CMM-23A,2.5719,99.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_22_03_00,1011A-CMM-23B,3.374,99.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_22_03_00,1011A-CMM-23C,3.1995,99.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_22_03_00,1011A-CMM-71A,2.642,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_22_03_00,1011A-CMM-71B,3.1227,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_22_03_00,1011A-CMM-71C,3.8455,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_22_03_00,1011A-CMM-72A,3.6857,74.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_22_03_00,1011A-CMM-72B,4.6292,74.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_22_03_00,1011A-CMM-73A,2.4845,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_22_03_00,1011A-CMM-73B,2.5471,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_22_03_00,1011A-DMM-21A,2.5728,100,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_22_03_00,1011A-DMM-21C,3.8193,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_22_03_00,1011A-DMM-22A,7.9283,99.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_22_03_00,1011A-DMM-22B,3.4079,99.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_22_03_00,1011A-DMM-22C,18.6638,99.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_03_00,1011A-DMM-23A,2.4594,99.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_22_03_00,1011A-DMM-23B,2.406,99.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_22_03_00,1011A-DMM-71A,2.6993,75,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_22_03_00,1011A-DMM-71B,10.687,75,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_22_03_00,1011A-DMM-71C,3.0327,75,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_22_03_00,1011A-DMM-72A,2.9659,74.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_22_04_00,1011A-DLC-52,3.94,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_04_00,1011A-DLD-11,17.8151,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_04_00,1011A-DLD-12,9.7023,100,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_04_00,1011A-DMM-22,4.2122,99.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_04_00,1011A-CMM-22C,7.5523,99.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_04_00,1011A-CMM-72C,4.0382,74.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_04_00,1011A-DMM-21B,8.937,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_22_04_00,1011A-DMM-21C,3.0709,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_22_04_00,1011A-DMM-71C,2.7533,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_22_04_00,1011A-DMM-72C,8.1659,74.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_04_00,1011A-CMM-21,2.7848,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_04_00,1011A-CMM-22,5.7453,99.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_04_00,1011A-CMM-23,2.9493,99.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_04_00,1011A-CMM-71,2.4816,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_04_00,1011A-CMM-72,5.4813,74.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_04_00,1011A-CMM-73,3.3538,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_04_00,1011A-DLC-51,2.441,40,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_04_00,1011A-DLC-53,2.5672,40,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_04_00,1011A-DLD-13,3.9929,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_04_00,1011A-DMM-21,5.3772,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_04_00,1011A-DMM-23,5.1428,99.9998,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_04_00,1011A-DMM-71,2.4433,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_04_00,1011A-DMM-72,2.6672,74.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_04_00,1011A-DMM-73,2.8644,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_04_00,1011A-CMM-21A,2.804,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_22_04_00,1011A-CMM-21B,3.4211,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_22_04_00,1011A-CMM-21C,4.9687,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_22_04_00,1011A-CMM-22A,2.8484,99.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_22_04_00,1011A-CMM-22B,3.1782,99.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_22_04_00,1011A-CMM-23A,2.4035,99.9998,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_22_04_00,1011A-CMM-23B,3.9136,99.9998,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_22_04_00,1011A-CMM-23C,3.104,99.9998,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_22_04_00,1011A-CMM-71A,2.9324,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_22_04_00,1011A-CMM-71B,2.6152,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_22_04_00,1011A-CMM-71C,3.1877,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_22_04_00,1011A-CMM-72A,4.2673,74.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_22_04_00,1011A-CMM-72B,3.0907,74.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_22_04_00,1011A-CMM-73A,8.1129,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_22_04_00,1011A-CMM-73B,2.4817,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_22_04_00,1011A-CMM-73C,7.1554,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_22_04_00,1011A-DMM-21A,3.714,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_22_04_00,1011A-DMM-22A,2.8672,99.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_22_04_00,1011A-DMM-22B,6.3502,99.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_22_04_00,1011A-DMM-22C,5.2355,99.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_04_00,1011A-DMM-23A,2.431,99.9998,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_22_04_00,1011A-DMM-23B,2.4068,99.9998,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_22_04_00,1011A-DMM-23C,4.8027,99.9998,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_22_04_00,1011A-DMM-71A,2.4563,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_22_04_00,1011A-DMM-71B,8.262,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_22_04_00,1011A-DMM-72A,3.5386,74.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_22_04_00,1011A-DMM-72B,6.0083,74.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_22_04_00,1011A-DMM-73A,2.9641,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_22_04_00,1011A-DMM-73B,2.4529,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_22_04_00,1011A-DMM-73C,3.0703,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_22_05_00,1011A-DLC-52,4.3371,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_05_00,1011A-DLD-11,13.357,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_05_00,1011A-DLD-12,4.612,100,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_05_00,1011A-DMM-72,2.9141,74.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_05_00,1011A-CMM-21A,3.0997,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_22_05_00,1011A-CMM-22C,8.1248,99.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_05_00,1011A-CMM-73C,3.742,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_22_05_00,1011A-DMM-21A,4.027,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_22_05_00,1011A-DMM-22B,5.5541,99.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_22_05_00,1011A-DMM-22C,5.6731,99.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_05_00,1011A-DMM-71B,12.6753,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_22_05_00,1011A-DMM-72A,7.5024,74.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_22_05_00,1011A-DMM-72C,9.552,74.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_22_05_00,1011A-CMM-21,2.9067,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_05_00,1011A-CMM-22,6.8618,99.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_05_00,1011A-CMM-23,3.159,99.9998,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_05_00,1011A-CMM-71,2.6417,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_05_00,1011A-CMM-72,4.0632,74.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_05_00,1011A-CMM-73,4.0355,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_05_00,1011A-DLC-51,2.5183,40,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_05_00,1011A-DLC-53,2.538,40,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_05_00,1011A-DLD-13,6.6774,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_05_00,1011A-DMM-21,5.124,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_05_00,1011A-DMM-22,5.0343,99.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_22_05_00,1011A-DMM-23,3.414,99.9998,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_05_00,1011A-DMM-71,2.4902,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_22_05_00,1011A-DMM-73,2.5652,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_22_05_00,1011A-CMM-21B,4.1478,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_22_05_00,1011A-CMM-21C,3.8122,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_22_05_00,1011A-CMM-22A,3.5229,99.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_22_05_00,1011A-CMM-22B,3.751,99.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_22_05_00,1011A-CMM-23A,2.7177,99.9998,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_22_05_00,1011A-CMM-23B,3.7082,99.9998,1011A,Sector 3,1011A S3,1011A Beam B,B
